5,173,1,2,2,1600
5,177,2,1,1,1600
5,177,2,1,1,1900
5,180,3,2,2,1600
6,174,1,1,1,1600
6,174,1,1,1,2100
6,178,2,1,1,1600
6,178,2,1,1,1900
6,181,3,2,2,1600
8,183,1,1,1,1600
9,184,1,1,1,1600
11,188,1,1,1,1600
13,189,1,1,1,1600
41,172,1,1,1,1200
41,172,1,1,1,1400
41,176,2,1,1,1600
41,177,2,1,1,1200
41,182,3,2,2,1600
42,172,1,1,1,1600
42,172,1,1,1,1800
42,177,2,1,1,1400
42,177,2,1,1,1600
42,182,3,2,2,1600
43,173,1,1,1,1200
43,173,1,1,1,1400
43,178,2,1,1,1200
43,178,2,1,1,1400
43,183,3,2,2,1600
44,173,1,1,1,1600
44,173,1,1,1,1800
44,178,2,1,1,1600
44,179,2,1,1,1200
44,183,3,2,2,1600
45,174,1,1,1,1200
45,174,1,1,1,1400
45,179,2,1,1,1400
45,179,2,1,1,1600
45,184,3,2,2,1600
46,174,1,1,1,1600
46,175,1,1,1,1200
46,180,2,1,1,1200
46,180,2,1,1,1400
46,184,3,2,2,1600
47,175,1,1,1,1400
47,175,1,1,1,1600
47,180,2,1,1,1600
47,181,2,1,1,1200
47,185,3,2,2,1600
48,176,1,1,1,1200
48,176,1,1,1,1400
48,181,2,1,1,1400
48,181,2,1,1,1600
48,185,3,2,2,1600
50,186,1,1,1,1900
51,186,1,1,1,2045
52,187,1,1,1,1900
53,187,1,1,1,2045
54,188,1,1,1,1900
55,188,1,1,1,2045
56,189,1,1,1,1900
57,189,1,1,1,2045
59,193,1,1,1,1900
60,193,1,1,1,2045
61,194,1,1,1,1900
62,194,1,1,1,2045
64,198,1,1,1,2045
65,199,1,1,1,2045
67,202,1,1,1,2045
69,203,1,1,1,2045
82,250,1,10,10,1945
82,251,1,10,10,1600
82,254,2,20,20,1945
82,285,3,10,10,1945
82,286,3,10,10,1600
82,289,4,20,20,1945
82,320,5,10,10,1945
82,321,5,10,10,1600
82,324,6,20,20,1945
82,450,7,20,20,1945
82,453,8,10,10,1945
82,454,8,10,10,1600
82,614,9,10,10,1945
82,615,9,10,10,1600
82,618,10,20,20,1945
91,174,1,1,1,1800
91,174,1,1,1,2045
91,178,2,1,1,1800
91,178,2,1,1,2045
91,182,3,2,2,2045
92,175,1,1,1,1900
92,175,1,1,1,2145
92,179,2,1,1,1900
92,179,2,1,1,2145
92,183,3,2,2,2145
93,176,1,1,1,1800
93,176,1,1,1,2045
93,180,2,1,1,1800
93,180,2,1,1,2045
93,184,3,2,2,2045
94,177,1,1,1,1900
94,177,1,1,1,2145
94,181,2,1,1,1900
94,181,2,1,1,2145
94,185,3,2,2,2145
96,186,1,1,1,2045
97,187,1,1,1,2045
98,188,1,1,1,2145
99,189,1,1,1,2145
101,192,1,1,1,2145
102,193,1,1,1,2045
104,196,1,1,1,2145
116,250,1,10,10,1945
116,251,1,10,10,1600
116,254,2,20,20,1945
116,285,3,10,10,1945
116,286,3,10,10,1600
116,289,4,20,20,1945
116,320,5,10,10,1945
116,321,5,10,10,1600
116,324,6,20,20,1945
116,450,7,20,20,1945
116,453,8,10,10,1945
116,454,8,10,10,1600
116,615,9,20,20,1600
116,618,10,20,20,1945
119,226,1,1,1,1945
131,233,1,5,5,1945
131,234,1,5,5,1945
131,240,2,5,5,1945
131,241,2,5,5,1945
151,262,1,2,2,1945
151,275,2,2,2,1945
151,296,3,2,2,1945
151,311,4,2,2,1945
151,331,5,2,2,1945
151,346,6,2,2,1945
152,262,1,2,2,1945
152,275,2,2,2,1945
152,296,3,2,2,1945
152,311,4,2,2,1945
152,331,5,2,2,1945
152,346,6,2,2,1945
153,262,1,2,2,1945
153,275,2,2,2,1945
153,296,3,2,2,1945
153,311,4,2,2,1945
153,331,5,2,2,1945
153,346,6,2,2,1945
154,262,1,2,2,1945
154,275,2,2,2,1945
154,296,3,2,2,1945
154,311,4,2,2,1945
154,331,5,2,2,1945
154,346,6,2,2,1945
155,261,1,2,2,1945
155,276,2,2,2,1945
155,297,3,2,2,1945
155,310,4,2,2,1945
155,332,5,2,2,1945
155,345,6,2,2,1945
156,261,1,2,2,1945
156,276,2,2,2,1945
156,297,3,2,2,1945
156,310,4,2,2,1945
156,332,5,2,2,1945
156,345,6,2,2,1945
157,261,1,2,2,1945
157,276,2,2,2,1945
157,297,3,2,2,1945
157,310,4,2,2,1945
157,332,5,2,2,1945
157,345,6,2,2,1945
158,261,1,2,2,1945
158,276,2,2,2,1945
158,297,3,2,2,1945
158,310,4,2,2,1945
158,332,5,2,2,1945
158,345,6,2,2,1945
163,415,1,1,1,1945
163,437,2,1,1,1945
164,415,1,1,1,1945
164,437,2,1,1,1945
165,416,1,1,1,1945
165,436,2,1,1,1945
166,416,1,1,1,1945
166,436,2,1,1,1945
167,422,1,1,1,1945
167,444,2,1,1,1945
168,422,1,1,1,1945
168,444,2,1,1,1945
169,423,1,1,1,1945
169,443,2,1,1,1945
170,423,1,1,1,1945
170,443,2,1,1,1945
174,471,1,1,1,1945
174,479,2,1,1,1945
175,471,1,1,1,1945
175,479,2,1,1,1945
176,472,1,1,1,1945
176,478,2,1,1,1945
177,472,1,1,1,1945
177,478,2,1,1,1945
181,492,1,1,1,1945
181,500,2,1,1,1945
182,493,1,1,1,1945
182,499,2,1,1,1945
183,524,1,1,1,1945
195,235,1,22,22,1945
195,242,2,22,22,1945
227,263,1,2,2,1945
227,277,2,2,2,1945
227,298,3,2,2,1945
227,312,4,2,2,1945
227,333,5,2,2,1945
227,347,6,2,2,1945
228,263,1,2,2,1945
228,277,2,2,2,1945
228,298,3,2,2,1945
228,312,4,2,2,1945
228,333,5,2,2,1945
228,347,6,2,2,1945
229,263,1,2,2,1945
229,277,2,2,2,1945
229,298,3,2,2,1945
229,312,4,2,2,1945
229,333,5,2,2,1945
229,347,6,2,2,1945
230,263,1,2,2,1945
230,277,2,2,2,1945
230,298,3,2,2,1945
230,312,4,2,2,1945
230,333,5,2,2,1945
230,347,6,2,2,1945
231,263,1,2,2,1945
231,277,2,2,2,1945
231,298,3,2,2,1945
231,312,4,2,2,1945
231,333,5,2,2,1945
231,347,6,2,2,1945
232,263,1,2,2,1945
232,277,2,2,2,1945
232,298,3,2,2,1945
232,312,4,2,2,1945
232,333,5,2,2,1945
232,347,6,2,2,1945
233,263,1,2,2,1945
233,277,2,2,2,1945
233,298,3,2,2,1945
233,312,4,2,2,1945
233,333,5,2,2,1945
233,347,6,2,2,1945
234,263,1,2,2,1945
234,277,2,2,2,1945
234,298,3,2,2,1945
234,312,4,2,2,1945
234,333,5,2,2,1945
234,347,6,2,2,1945
235,263,1,2,2,1945
235,277,2,2,2,1945
235,298,3,2,2,1945
235,312,4,2,2,1945
235,333,5,2,2,1945
235,347,6,2,2,1945
236,263,1,2,2,1945
236,277,2,2,2,1945
236,298,3,2,2,1945
236,312,4,2,2,1945
236,333,5,2,2,1945
236,347,6,2,2,1945
237,263,1,2,2,1945
237,277,2,2,2,1945
237,298,3,2,2,1945
237,312,4,2,2,1945
237,333,5,2,2,1945
237,347,6,2,2,1945
238,263,1,2,2,1945
238,277,2,2,2,1945
238,298,3,2,2,1945
238,312,4,2,2,1945
238,333,5,2,2,1945
238,347,6,2,2,1945
244,417,1,16,16,1945
244,424,2,16,16,1945
263,438,1,8,8,1945
263,445,2,8,8,1945
274,473,1,4,4,1945
274,480,2,4,4,1945
281,494,1,2,2,1945
281,501,2,2,2,1945
284,514,1,1,1,1945
290,303,1,0,4,1900
290,304,1,0,1,1900
293,408,1,2,2,1830
293,409,1,2,2,2030
298,485,1,1,1,1800
298,486,1,1,1,2030
301,511,1,1,1,1630
304,209,1,1,1,1630
304,209,1,2,5,1900
304,210,1,1,1,1630
304,216,2,1,1,1630
304,216,2,2,5,1900
304,217,2,1,1,1630
304,223,3,1,1,1630
304,223,3,2,5,1900
304,224,3,1,1,1630
304,230,4,1,1,1630
304,230,4,2,5,1900
304,231,4,1,1,1630
304,247,5,2,5,1830
304,248,5,2,5,1830
304,237,6,1,1,1630
304,237,6,2,5,1900
304,238,6,1,1,1630
304,244,7,1,1,1630
304,244,7,2,5,1900
304,245,7,1,1,1630
304,258,8,1,1,1600
304,258,8,2,5,1830
304,259,8,1,1,1630
304,265,9,1,1,1600
304,265,9,2,5,1830
304,266,9,1,1,1630
304,272,10,1,1,1600
304,272,10,2,5,1830
304,273,10,1,1,1630
304,279,11,1,1,1600
304,279,11,2,5,1830
304,280,11,1,1,1630
304,293,12,1,1,1600
304,293,12,2,5,1830
304,294,12,1,1,1630
304,300,13,1,1,1600
304,300,13,2,5,1830
304,301,13,1,1,1630
304,307,14,1,1,1600
304,307,14,2,5,1830
304,308,14,1,1,1630
304,314,15,1,1,1600
304,314,15,2,5,1830
304,315,15,1,1,1630
304,328,16,1,1,1600
304,328,16,2,5,1830
304,329,16,1,1,1630
304,335,17,1,1,1600
304,335,17,2,5,1830
304,336,17,1,1,1630
304,338,18,2,5,1830
304,339,18,2,5,1830
304,342,19,1,1,1600
304,342,19,2,5,1830
304,343,19,1,1,1630
304,349,20,1,1,1600
304,349,20,2,5,1830
304,350,20,1,1,1630
304,405,21,1,1,1600
304,405,21,2,5,1830
304,406,21,1,1,1630
304,412,22,1,1,1600
304,412,22,2,5,1830
304,413,22,1,1,1630
304,419,23,1,1,1600
304,419,23,2,5,1830
304,420,23,1,1,1630
304,426,24,1,1,1600
304,426,24,2,5,1830
304,427,24,1,1,1630
304,429,25,2,5,1830
304,430,25,2,5,1830
304,433,26,1,1,1600
304,433,26,2,5,1830
304,434,26,1,1,1630
304,440,27,1,1,1600
304,440,27,2,5,1830
304,441,27,1,1,1630
304,447,28,1,1,1600
304,447,28,2,5,1830
304,448,28,1,1,1630
304,461,29,1,1,1600
304,461,29,2,5,1830
304,462,29,1,1,1630
304,468,30,1,1,1600
304,468,30,2,5,1830
304,469,30,1,1,1630
304,475,31,1,1,1600
304,475,31,2,5,1830
304,476,31,1,1,1630
304,482,32,1,1,1600
304,482,32,2,5,1830
304,483,32,1,1,1630
304,489,33,1,1,1600
304,489,33,2,5,1830
304,490,33,1,1,1630
304,496,34,1,1,1600
304,496,34,2,5,1830
304,497,34,1,1,1630
304,465,35,3,5,2030
304,504,36,3,5,1630
304,507,37,0,5,1600
304,507,37,0,5,1630
304,518,38,0,5,1630
310,338,1,0,2,2000
310,339,1,2,3,2000
310,339,1,2,3,2030
310,339,1,1,3,2045
310,340,1,0,2,2000
319,352,1,0,1,2045
319,353,1,0,1,2000
319,353,1,1,2,2030
319,353,1,0,1,2045
319,354,1,0,1,2045
319,387,2,0,1,2045
319,388,2,0,1,2000
319,388,2,1,2,2030
319,388,2,0,1,2045
319,389,2,0,1,2045
324,401,1,0,1,2045
324,402,1,1,1,2045
324,403,1,0,1,2045
324,408,2,0,1,2045
324,409,2,1,1,2045
324,410,2,0,1,2045
327,448,1,1,1,1830
330,208,1,0,1,1800
330,208,1,1,1,2030
330,209,1,1,1,1800
330,209,1,2,5,2000
330,209,1,0,1,2030
330,210,1,0,1,1430
330,210,1,1,1,1800
330,210,1,1,1,2000
330,215,2,0,1,1800
330,215,2,1,1,2030
330,216,2,1,1,1800
330,216,2,2,5,2000
330,216,2,0,1,2030
330,217,2,0,1,1430
330,217,2,1,1,1800
330,217,2,1,1,2000
330,222,3,0,1,1800
330,222,3,1,1,2030
330,223,3,1,1,1800
330,223,3,2,5,2000
330,223,3,0,1,2030
330,224,3,0,1,1430
330,224,3,1,1,1800
330,224,3,1,1,2000
330,229,4,0,1,1800
330,229,4,1,1,2030
330,230,4,1,1,1800
330,230,4,2,5,2000
330,230,4,0,1,2030
330,231,4,0,1,1430
330,231,4,1,1,1800
330,231,4,1,1,2000
330,236,5,0,1,1800
330,236,5,1,1,2030
330,237,5,1,1,1800
330,237,5,2,5,2000
330,237,5,0,1,2030
330,238,5,0,1,1430
330,238,5,1,1,1800
330,238,5,1,1,2000
330,243,6,0,1,1800
330,243,6,1,1,2030
330,244,6,1,1,1800
330,244,6,2,5,2000
330,244,6,0,1,2030
330,245,6,0,1,1430
330,245,6,1,1,1800
330,245,6,1,1,2000
330,257,7,0,1,1800
330,257,7,1,1,2030
330,258,7,1,1,1800
330,258,7,2,5,2000
330,258,7,0,1,2030
330,259,7,0,1,1430
330,259,7,1,1,1800
330,259,7,1,1,2000
330,264,8,0,1,1800
330,264,8,1,1,2030
330,265,8,1,1,1800
330,265,8,2,5,2000
330,265,8,0,1,2030
330,266,8,0,1,1430
330,266,8,1,1,1800
330,266,8,1,1,2000
330,271,9,0,1,1800
330,271,9,1,1,2030
330,272,9,1,1,1800
330,272,9,2,5,2000
330,272,9,0,1,2030
330,273,9,0,1,1430
330,273,9,1,1,1800
330,273,9,1,1,2000
330,278,10,0,1,1800
330,278,10,1,1,2030
330,279,10,1,1,1800
330,279,10,2,5,2000
330,279,10,0,1,2030
330,280,10,0,1,1430
330,280,10,1,1,1800
330,280,10,1,1,2000
330,292,11,0,1,1800
330,292,11,1,1,2030
330,293,11,1,1,1800
330,293,11,2,5,2000
330,293,11,0,1,2030
330,294,11,0,1,1430
330,294,11,1,1,1800
330,294,11,1,1,2000
330,299,12,0,1,1800
330,299,12,1,1,2030
330,300,12,1,1,1800
330,300,12,2,5,2000
330,300,12,0,1,2030
330,301,12,0,1,1430
330,301,12,1,1,1800
330,301,12,1,1,2000
330,304,13,8,8,2030
330,307,14,1,1,1800
330,307,14,2,5,2000
330,307,14,0,1,2030
330,308,14,0,1,1430
330,308,14,1,1,1800
330,308,14,1,1,2000
330,313,15,0,1,1800
330,313,15,1,1,2030
330,314,15,1,1,1800
330,314,15,2,5,2000
330,314,15,0,1,2030
330,315,15,0,1,1430
330,315,15,1,1,1800
330,315,15,1,1,2000
330,327,16,0,1,1800
330,327,16,1,1,2030
330,328,16,1,1,1800
330,328,16,2,5,2000
330,328,16,0,1,2030
330,329,16,0,1,1430
330,329,16,1,1,1800
330,329,16,1,1,2000
330,334,17,0,1,1800
330,334,17,1,1,2030
330,335,17,1,1,1800
330,335,17,2,5,2000
330,335,17,0,1,2030
330,336,17,0,1,1430
330,336,17,1,1,1800
330,336,17,1,1,2000
330,341,18,0,1,1800
330,341,18,1,1,2030
330,342,18,1,1,1800
330,342,18,2,5,2000
330,342,18,0,1,2030
330,343,18,0,1,1430
330,343,18,1,1,1800
330,343,18,1,1,2000
330,348,19,0,1,1800
330,348,19,1,1,2030
330,349,19,1,1,1800
330,349,19,2,5,2000
330,349,19,0,1,2030
330,350,19,0,1,1430
330,350,19,1,1,1800
330,350,19,1,1,2000
330,355,20,0,1,1800
330,355,20,1,1,2030
330,356,20,1,1,1800
330,356,20,2,5,2000
330,356,20,0,1,2030
330,357,20,0,1,1430
330,357,20,1,1,1800
330,357,20,1,1,2000
330,363,21,2,6,1430
330,363,21,1,2,1800
330,363,21,1,1,2030
330,364,21,1,2,1800
330,364,21,1,1,2000
330,383,22,0,1,1800
330,383,22,1,1,2030
330,384,22,1,1,1800
330,384,22,2,5,2000
330,384,22,0,1,2030
330,385,22,0,1,1430
330,385,22,1,1,1800
330,385,22,1,1,2000
330,390,23,0,1,1800
330,390,23,1,1,2030
330,391,23,1,1,1800
330,391,23,2,5,2000
330,391,23,0,1,2030
330,392,23,0,1,1430
330,392,23,1,1,1800
330,392,23,1,1,2000
330,397,24,0,1,1800
330,397,24,1,1,2030
330,398,24,1,1,1800
330,398,24,2,5,2000
330,398,24,0,1,2030
330,399,24,0,1,1430
330,399,24,1,1,1800
330,399,24,1,1,2000
